lrrk2	XM_048969273.1
LOC125704533	XM_048970180.1
LOC125704533	XM_048970181.1
LOC125704533	XM_048970182.1
si:cabz01101003.1	XM_048970183.1
plekhg7	XM_048970184.1
si:cabz01101003.1	XM_048970185.1
si:cabz01101003.1	XM_048970186.1
lpcat4	XM_048970187.1
emc4	XM_048970188.1
clcn3	XM_048970189.1
clcn3	XM_048970190.1
clcn3	XM_048970191.1
clcn3	XM_048970192.1
plekhg7	XM_048970193.1
clcn3	XM_048970194.1
clcn3	XM_048970195.1
clcn3	XM_048970196.1
plaa	XM_048970197.1
plaa	XM_048970198.1
LOC125704539	XM_048970199.1
LOC125704539	XM_048970200.1
LOC125704539	XM_048970201.1
LOC125704540	XM_048970202.1
LOC125704540	XM_048970203.1
LOC125704540	XM_048970204.1
LOC125704540	XM_048970205.1
LOC125704540	XM_048970206.1
LOC125704540	XM_048970207.1
LOC125704541	XM_048970208.1
LOC125704540	XM_048970209.1
LOC125704540	XM_048970210.1
LOC125704540	XM_048970211.1
LOC125704540	XM_048970212.1
LOC125704540	XM_048970213.1
LOC125704542	XM_048970214.1
LOC125704542	XM_048970215.1
LOC125704542	XM_048970216.1
LOC125704542	XM_048970217.1
LOC125704541	XM_048970218.1
tmod1	XM_048970219.1
tmod1	XM_048970220.1
tmod1	XM_048970221.1
zdhhc21	XM_048970222.1
zdhhc21	XM_048970223.1
zdhhc21	XM_048970224.1
LOC125704545	XM_048970225.1
znf219	XM_048970226.1
LOC125704550	XM_048970227.1
LOC125704551	XM_048970228.1
LOC125704551	XM_048970229.1
LOC125704551	XM_048970230.1
LOC125704552	XM_048970231.1
LOC125704552	XM_048970232.1
LOC125704552	XM_048970233.1
LOC125704552	XM_048970234.1
LOC125704552	XM_048970235.1
znf638	XM_048970236.1
znf638	XM_048970237.1
pcnt	XM_048970238.1
znf638	XM_048970239.1
znf638	XM_048970240.1
znf638	XM_048970241.1
znf638	XM_048970242.1
dysf	XM_048970243.1
LOC125704554	XM_048970244.1
dysf	XM_048970245.1
dysf	XM_048970246.1
dysf	XM_048970247.1
dysf	XM_048970248.1
dysf	XM_048970249.1
dysf	XM_048970250.1
dysf	XM_048970251.1
dysf	XM_048970252.1
dnaaf9	XM_048970253.1
LOC125704554	XM_048970254.1
dnaaf9	XM_048970255.1
dnaaf9	XM_048970256.1
slc4a11	XM_048970257.1
slc4a11	XM_048970258.1
slc4a11	XM_048970259.1
slc4a11	XM_048970260.1
slc4a11	XM_048970261.1
slc4a11	XM_048970262.1
slc4a11	XM_048970263.1
slc4a11	XM_048970264.1
LOC125704554	XM_048970265.1
ky	XM_048970266.1
LOC125704559	XM_048970267.1
LOC125704559	XM_048970268.1
LOC125704559	XM_048970269.1
LOC125704559	XM_048970270.1
LOC125704560	XM_048970271.1
LOC125704560	XM_048970272.1
LOC125704560	XM_048970273.1
LOC125704560	XM_048970274.1
ccdc142	XM_048970275.1
ccdc142	XM_048970276.1
ccdc142	XM_048970277.1
ccdc142	XM_048970278.1
ccdc142	XM_048970279.1
ccdc142	XM_048970280.1
ccdc142	XM_048970281.1
LOC125704567	XM_048970282.1
tmem129	XM_048970283.1
LOC125704569	XM_048970284.1
LOC125704569	XM_048970285.1
wdr1	XM_048970286.1
wdr1	XM_048970287.1
slc2a9l2	XM_048970288.1
slc2a9l2	XM_048970289.1
slc2a9l2	XM_048970290.1
slc2a9l2	XM_048970291.1
slc17a8	XM_048970292.1
LOC125704574	XM_048970293.1
LOC125704574	XM_048970294.1
LOC125704574	XM_048970295.1
LOC125704574	XM_048970296.1
sec24b	XM_048970297.1
sec24b	XM_048970298.1
sec24b	XM_048970299.1
sec24b	XM_048970300.1
sec24b	XM_048970301.1
sec24b	XM_048970302.1
sec24b	XM_048970303.1
efhc2	XM_048970304.1
LOC125704578	XM_048970305.1
LOC125704579	XM_048970306.1
acox3	XM_048970307.1
acox3	XM_048970308.1
acox3	XM_048970309.1
acox3	XM_048970310.1
trmt44	XM_048970311.1
trmt44	XM_048970312.1
efhc2	XM_048970313.1
trmt44	XM_048970314.1
rgs12a	XM_048970315.1
rgs12a	XM_048970316.1
rgs12a	XM_048970317.1
rgs12a	XM_048970318.1
rgs12a	XM_048970319.1
rgs12a	XM_048970320.1
rgs12a	XM_048970321.1
LOC125704583	XM_048970322.1
efhc2	XM_048970323.1
LOC125704583	XM_048970324.1
LOC125704583	XM_048970325.1
LOC125704585	XM_048970326.1
pcnt	XM_048970327.1
LOC125704585	XM_048970328.1
LOC125704585	XM_048970329.1
LOC125704586	XM_048970330.1
LOC125704586	XM_048970331.1
LOC125704586	XM_048970332.1
LOC125704586	XM_048970333.1
LOC125704586	XM_048970334.1
LOC125704586	XM_048970335.1
LOC125704586	XM_048970336.1
LOC125704586	XM_048970337.1
LOC125704587	XM_048970338.1
LOC125704586	XM_048970339.1
LOC125704586	XM_048970340.1
LOC125704586	XM_048970341.1
LOC125704586	XM_048970342.1
LOC125704586	XM_048970343.1
LOC125704586	XM_048970344.1
LOC125704586	XM_048970345.1
LOC125704586	XM_048970346.1
LOC125704586	XM_048970347.1
LOC125704586	XM_048970348.1
LOC125704586	XM_048970349.1
LOC125704586	XM_048970350.1
LOC125704586	XM_048970351.1
LOC125704586	XM_048970352.1
LOC125704589	XM_048970353.1
LOC125704589	XM_048970354.1
LOC125704589	XM_048970355.1
LOC125704589	XM_048970356.1
LOC125704589	XM_048970357.1
LOC125704589	XM_048970358.1
LOC125704589	XM_048970359.1
LOC125704589	XM_048970360.1
LOC125704589	XM_048970361.1
LOC125704589	XM_048970362.1
LOC125704590	XM_048970363.1
LOC125704589	XM_048970364.1
LOC125704589	XM_048970365.1
LOC125704589	XM_048970366.1
LOC125704589	XM_048970367.1
LOC125704589	XM_048970368.1
LOC125704589	XM_048970369.1
LOC125704589	XM_048970370.1
LOC125704589	XM_048970371.1
LOC125704589	XM_048970372.1
LOC125704589	XM_048970373.1
LOC125704592	XM_048970374.1
LOC125704592	XM_048970375.1
pcdh10b	XM_048970376.1
LOC125704594	XM_048970377.1
LOC125704591	XM_048970378.1
LOC125704594	XM_048970379.1
LOC125704595	XM_048970380.1
LOC125704595	XM_048970381.1
LOC125704596	XM_048970382.1
LOC125704596	XM_048970383.1
LOC125704597	XM_048970384.1
si:ch211-175m2.5	XM_048970385.1
LOC125704591	XM_048970386.1
LOC125704602	XM_048970387.1
LOC125704602	XM_048970388.1
LOC125704602	XM_048970389.1
LOC125704602	XM_048970390.1
LOC125704602	XM_048970391.1
LOC125704603	XM_048970392.1
LOC125704603	XM_048970393.1
fgfbp2a	XM_048970394.1
LOC125704607	XM_048970395.1
nav3	XM_048970396.1
LOC125704608	XM_048970397.1
LOC125704608	XM_048970398.1
LOC125704608	XM_048970399.1
LOC125704608	XM_048970400.1
LOC125704608	XM_048970401.1
LOC125704608	XM_048970402.1
LOC125704608	XM_048970403.1
LOC125704608	XM_048970404.1
LOC125704608	XM_048970405.1
nav3	XM_048970406.1
LOC125704608	XM_048970407.1
LOC125704608	XM_048970408.1
LOC125704608	XM_048970409.1
LOC125704608	XM_048970410.1
LOC125704608	XM_048970411.1
LOC125704608	XM_048970412.1
LOC125704608	XM_048970413.1
LOC125704608	XM_048970414.1
LOC125704608	XM_048970415.1
LOC125704608	XM_048970416.1
nav3	XM_048970417.1
LOC125704608	XM_048970418.1
LOC125704608	XM_048970419.1
LOC125704608	XM_048970420.1
LOC125704608	XM_048970421.1
LOC125704609	XM_048970422.1
pcnt	XM_048970423.1
LOC125704609	XM_048970424.1
slc10a7	XM_048970425.1
slc10a7	XM_048970426.1
nav3	XM_048970427.1
slc10a7	XM_048970428.1
LOC125704611	XM_048970429.1
LOC125704611	XM_048970430.1
LOC125704611	XM_048970431.1
LOC125704611	XM_048970432.1
LOC125704611	XM_048970433.1
LOC125704611	XM_048970434.1
LOC125704611	XM_048970435.1
LOC125704611	XM_048970436.1
nav3	XM_048970437.1
LOC125704612	XM_048970438.1
LOC125704612	XM_048970439.1
LOC125704612	XM_048970440.1
LOC125704612	XM_048970441.1
LOC125704612	XM_048970442.1
LOC125704612	XM_048970443.1
LOC125704612	XM_048970444.1
LOC125704612	XM_048970445.1
LOC125704612	XM_048970446.1
LOC125704612	XM_048970447.1
LOC125704612	XM_048970448.1
LOC125704612	XM_048970449.1
LOC125704612	XM_048970450.1
LOC125704612	XM_048970451.1
LOC125704612	XM_048970452.1
osbpl8	XM_048970453.1
LOC125704612	XM_048970454.1
LOC125704612	XM_048970455.1
LOC125704612	XM_048970456.1
LOC125704612	XM_048970457.1
LOC125704612	XM_048970458.1
LOC125704614	XM_048970459.1
LOC125704616	XM_048970460.1
LOC125704616	XM_048970461.1
osbpl8	XM_048970462.1
LOC125704616	XM_048970463.1
LOC125704616	XM_048970464.1
LOC125704616	XM_048970465.1
naa15a	XM_048970466.1
mgarpa	XM_048970467.1
elf2a	XM_048970468.1
elf2a	XM_048970469.1
slc7a11	XM_048970470.1
osbpl8	XM_048970471.1
setd7	XM_048970472.1
LOC125704622	XM_048970473.1
LOC125704622	XM_048970474.1
LOC125704622	XM_048970475.1
LOC125704622	XM_048970476.1
LOC125704622	XM_048970477.1
LOC125704622	XM_048970478.1
LOC125704622	XM_048970479.1
LOC125704623	XM_048970480.1
osbpl8	XM_048970481.1
LOC125704623	XM_048970482.1
LOC125704624	XM_048970483.1
zgc:113425	XM_048970484.1
zgc:113425	XM_048970485.1
zgc:113425	XM_048970486.1
zgc:113425	XM_048970487.1
rab33ba	XM_048970488.1
osbpl8	XM_048970489.1
scocb	XM_048970490.1
scocb	XM_048970491.1
scocb	XM_048970492.1
mgst2	XM_048970493.1
mgst2	XM_048970494.1
mlsl	XM_048970495.1
corin	XM_048970496.1
osbpl8	XM_048970497.1
corin	XM_048970498.1
corin	XM_048970499.1
corin	XM_048970500.1
LOC125704632	XM_048970501.1
paip2b	XM_048970502.1
paip2b	XM_048970503.1
nagk	XM_048970504.1
polr2b	XM_048970505.1
igfbp7	XM_048970506.1
mmp14a	XM_048970507.1
nfxl1	XM_048970508.1
e2f7	XM_048970509.1
cnga1b	XM_048970510.1
cnga1b	XM_048970511.1
cnga1b	XM_048970512.1
cnga1b	XM_048970513.1
pcnt	XM_048970514.1
srp72	XM_048970515.1
arl9	XM_048970516.1
arl9	XM_048970517.1
arl9	XM_048970518.1
e2f7	XM_048970519.1
LOC125704644	XM_048970520.1
LOC125704645	XM_048970521.1
LOC125704646	XM_048970522.1
LOC125704646	XM_048970523.1
LOC125704648	XM_048970524.1
LOC125704648	XM_048970525.1
LOC125704649	XM_048970526.1
zdhhc17	XM_048970527.1
LOC125704650	XM_048970528.1
LOC125704650	XM_048970529.1
LOC125704650	XM_048970530.1
LOC125704650	XM_048970531.1
LOC125704650	XM_048970532.1
LOC125704650	XM_048970533.1
elp1	XM_048970534.1
tbc1d2	XM_048970535.1
tbc1d2	XM_048970536.1
larp7	XM_048970537.1
larp7	XM_048970538.1
csrp2	XM_048970539.1
larp7	XM_048970540.1
larp7	XM_048970541.1
larp7	XM_048970542.1
larp7	XM_048970543.1
slc44a1b	XM_048970544.1
slc44a1b	XM_048970545.1
slc44a1b	XM_048970546.1
slc44a1b	XM_048970547.1
LOC125704656	XM_048970548.1
csrp2	XM_048970549.1
LOC125704657	XM_048970550.1
LOC125704657	XM_048970551.1
nipsnap3a	XM_048970552.1
LOC125704660	XM_048970553.1
LOC125704660	XM_048970554.1
LOC125704660	XM_048970555.1
si:dkey-85k7.12	XM_048970556.1
csrp2	XM_048970557.1
si:dkey-85k7.12	XM_048970558.1
LOC125704662	XM_048970559.1
LOC125704663	XM_048970560.1
LOC125704663	XM_048970561.1
LOC125704663	XM_048970562.1
LOC125704663	XM_048970563.1
LOC125704663	XM_048970564.1
LOC125704663	XM_048970565.1
LOC125704663	XM_048970566.1
LOC125704663	XM_048970567.1
LOC125704663	XM_048970568.1
LOC125704663	XM_048970569.1
LOC125704663	XM_048970570.1
LOC125704663	XM_048970571.1
LOC125704663	XM_048970572.1
LOC125704663	XM_048970573.1
LOC125704663	XM_048970574.1
LOC125704663	XM_048970575.1
LOC125704663	XM_048970576.1
LOC125704663	XM_048970577.1
rnf20	XM_048970578.1
loxl3a	XM_048970579.1
loxl3a	XM_048970580.1
loxl3a	XM_048970581.1
loxl3a	XM_048970582.1
loxl3a	XM_048970583.1
LOC125704667	XM_048970584.1
LOC125704668	XM_048970585.1
LOC125704668	XM_048970586.1
LOC125704669	XM_048970587.1
LOC125704669	XM_048970588.1
LOC125704669	XM_048970589.1
LOC125704669	XM_048970590.1
LOC125704669	XM_048970591.1
LOC125704670	XM_048970592.1
si:ch211-203d1.3	XM_048970593.1
si:ch211-203d1.3	XM_048970594.1
si:ch211-203d1.3	XM_048970595.1
pcnt	XM_048970596.1
ankrd13d	XM_048970597.1
si:dkeyp-121d2.7	XM_048970598.1
unc93b1	XM_048970599.1
LOC125704676	XM_048970600.1
LOC125704677	XM_048970601.1
LOC125704677	XM_048970602.1
LOC125704678	XM_048970603.1
clcf1	XM_048970604.1
prpf19	XM_048970605.1
LOC125704682	XM_048970606.1
slc43a3b	XM_048970607.1
slc43a3b	XM_048970608.1
slc43a3b	XM_048970609.1
slc43a3b	XM_048970610.1
slc43a3b	XM_048970611.1
slc43a3b	XM_048970612.1
slc43a3b	XM_048970613.1
LOC125704685	XM_048970614.1
LOC125704685	XM_048970615.1
LOC125704686	XM_048970616.1
LOC125704684	XM_048970617.1
LOC125704687	XM_048970618.1
smtnl1	XM_048970619.1
smtnl1	XM_048970620.1
smtnl1	XM_048970621.1
smtnl1	XM_048970622.1
smtnl1	XM_048970623.1
smtnl1	XM_048970624.1
smtnl1	XM_048970625.1
LOC125704684	XM_048970626.1
rtn4rl2b	XM_048970627.1
clp1	XM_048970628.1
tubb4b	XM_048970629.1
LOC125704692	XM_048970630.1
LOC125704693	XM_048970631.1
LOC125704693	XM_048970632.1
LOC125704693	XM_048970633.1
aup1	XM_048970634.1
LOC125704684	XM_048970635.1
rad9a	XM_048970636.1
rad9a	XM_048970637.1
rad9a	XM_048970638.1
rad9a	XM_048970639.1
rad9a	XM_048970640.1
rad9a	XM_048970641.1
rad9a	XM_048970642.1
rad9a	XM_048970643.1
rad9a	XM_048970644.1
LOC125704684	XM_048970645.1
rad9a	XM_048970646.1
rad9a	XM_048970647.1
LOC125704696	XM_048970648.1
aldob	XM_048970649.1
aldob	XM_048970650.1
aldob	XM_048970651.1
LOC125704698	XM_048970652.1
LOC125704699	XM_048970653.1
LOC125704684	XM_048970654.1
LOC125704700	XM_048970655.1
LOC125704701	XM_048970656.1
LOC125704702	XM_048970657.1
LOC125704703	XM_048970658.1
LOC125704704	XM_048970659.1
LOC125704705	XM_048970660.1
LOC125704705	XM_048970661.1
LOC125704684	XM_048970662.1
LOC125704705	XM_048970663.1
LOC125704705	XM_048970664.1
LOC125704705	XM_048970665.1
LOC125704708	XM_048970666.1
LOC125704708	XM_048970667.1
LOC125704709	XM_048970668.1
LOC125704709	XM_048970669.1
LOC125704707	XM_048970670.1
LOC125704710	XM_048970671.1
LOC125704710	XM_048970672.1
LOC125704710	XM_048970673.1
LOC125704710	XM_048970674.1
ran	XM_048970675.1
LOC125704712	XM_048970676.1
mrpl18	XM_048970677.1
pcnt	XM_048970678.1
LOC125704707	XM_048970679.1
LOC125704714	XM_048970680.1
LOC125704715	XM_048970681.1
LOC125704715	XM_048970682.1
LOC125704716	XM_048970683.1
LOC125704717	XM_048970684.1
LOC125704718	XM_048970685.1
LOC125704719	XM_048970686.1
LOC125704707	XM_048970687.1
LOC125704720	XM_048970688.1
LOC125704721	XM_048970689.1
selenoh	XM_048970690.1
mif	XM_048970691.1
LOC125704724	XM_048970692.1
LOC125704731	XM_048970693.1
LOC125704731	XM_048970694.1
LOC125704728	XM_048970695.1
LOC125704731	XM_048970696.1
LOC125704732	XM_048970697.1
LOC125704732	XM_048970698.1
LOC125704732	XM_048970699.1
LOC125704732	XM_048970700.1
LOC125704733	XM_048970701.1
LOC125704733	XM_048970702.1
LOC125704733	XM_048970703.1
LOC125704734	XM_048970704.1
LOC125704728	XM_048970705.1
LOC125704735	XM_048970706.1
LOC125704735	XM_048970707.1
LOC125704735	XM_048970708.1
LOC125704736	XM_048970709.1
LOC125704736	XM_048970710.1
LOC125704737	XM_048970711.1
LOC125704728	XM_048970712.1
LOC125704737	XM_048970713.1
LOC125704737	XM_048970714.1
LOC125704737	XM_048970715.1
LOC125704737	XM_048970716.1
LOC125704737	XM_048970717.1
LOC125704737	XM_048970718.1
LOC125704737	XM_048970719.1
LOC125704737	XM_048970720.1
LOC125704737	XM_048970721.1
LOC125704737	XM_048970722.1
LOC125704737	XM_048970723.1
LOC125704739	XM_048970724.1
LOC125704739	XM_048970725.1
LOC125704739	XM_048970726.1
kcnip4a	XM_048970727.1
kcnip4a	XM_048970728.1
kcnip4a	XM_048970729.1
kcnip4a	XM_048970730.1
kcnip4a	XM_048970731.1
kcnip4a	XM_048970732.1
LOC125704742	XM_048970733.1
LOC125704743	XM_048970734.1
LOC125704741	XM_048970735.1
tec	XM_048970736.1
tec	XM_048970737.1
tec	XM_048970738.1
tec	XM_048970739.1
tec	XM_048970740.1
tec	XM_048970741.1
tec	XM_048970742.1
tec	XM_048970743.1
LOC125704741	XM_048970744.1
tec	XM_048970745.1
tec	XM_048970746.1
tec	XM_048970747.1
txk	XM_048970748.1
txk	XM_048970749.1
txk	XM_048970750.1
npm1b	XM_048970751.1
LOC125704749	XM_048970752.1
LOC125704751	XM_048970753.1
man2b2	XM_048970754.1
man2b2	XM_048970755.1
man2b2	XM_048970756.1
dlec1	XM_048970757.1
LOC125704753	XM_048970758.1
LOC125704754	XM_048970759.1
LOC125704755	XM_048970760.1
pcnt	XM_048970761.1
rnf103	XM_048970762.1
LOC125704757	XM_048970763.1
fgf20b	XM_048970764.1
nktr	XM_048970765.1
lrp10	XM_048970766.1
lrp10	XM_048970767.1
LOC125704765	XM_048970768.1
LOC125704765	XM_048970769.1
LOC125704767	XM_048970770.1
slc30a9	XM_048970771.1
slc30a9	XM_048970772.1
nktr	XM_048970773.1
slc30a9	XM_048970774.1
slc30a9	XM_048970775.1
LOC125704769	XM_048970776.1
LOC125704770	XM_048970777.1
LOC125704770	XM_048970778.1
dok1b	XM_048970779.1
LOC125704772	XM_048970780.1
LOC125704772	XM_048970781.1
nktr	XM_048970782.1
lbx2	XM_048970783.1
LOC125704774	XM_048970784.1
LOC125704775	XM_048970785.1
LOC125704776	XM_048970786.1
LOC125704777	XM_048970787.1
LOC125704778	XM_048970788.1
LOC125704778	XM_048970789.1
nktr	XM_048970790.1
LOC125704778	XM_048970791.1
saraf	XM_048970792.1
LOC125704782	XM_048970793.1
LOC125704782	XM_048970794.1
LOC125704783	XM_048970795.1
nktr	XM_048970796.1
adgra3	XM_048970797.1
LOC125704786	XM_048970798.1
LOC125704786	XM_048970799.1
LOC125704786	XM_048970800.1
LOC125704786	XM_048970801.1
LOC125704786	XM_048970802.1
LOC125704786	XM_048970803.1
LOC125704786	XM_048970804.1
nktr	XM_048970805.1
LOC125704786	XM_048970806.1
LOC125704786	XM_048970807.1
LOC125704786	XM_048970808.1
LOC125704786	XM_048970809.1
nktr	XM_048970810.1
LOC125704793	XM_048970811.1
LOC125704793	XM_048970812.1
LOC125704793	XM_048970813.1
LOC125704793	XM_048970814.1
LOC125704793	XM_048970815.1
LOC125704793	XM_048970816.1
LOC125704794	XM_048970817.1
LOC125704794	XM_048970818.1
nktr	XM_048970819.1
LOC125704795	XM_048970820.1
LOC125704795	XM_048970821.1
LOC125704795	XM_048970822.1
gpr78b	XM_048970823.1
LOC125704797	XM_048970824.1
LOC125704797	XM_048970825.1
LOC125704798	XM_048970826.1
LOC125704798	XM_048970827.1
LOC125704799	XM_048970828.1
LOC125704799	XM_048970829.1
LOC125704799	XM_048970830.1
LOC125704799	XM_048970831.1
LOC125704799	XM_048970832.1
si:ch211-161h7.4	XM_048970833.1
LOC125704799	XM_048970834.1
LOC125704801	XM_048970835.1
LOC125704801	XM_048970836.1
LOC125704801	XM_048970837.1
pcnt	XM_048970838.1
hopx	XM_048970839.1
hopx	XM_048970840.1
gne	XM_048970841.1
gne	XM_048970842.1
si:ch211-161h7.4	XM_048970843.1
gne	XM_048970844.1
gne	XM_048970845.1
btr12	XM_048970846.1
LOC125704807	XM_048970847.1
si:dkey-46i9.6	XM_048970848.1
si:dkey-46i9.6	XM_048970849.1
si:dkey-46i9.6	XM_048970850.1
si:ch211-161h7.4	XM_048970851.1
LOC125704809	XM_048970852.1
LOC125704810	XM_048970853.1
LOC125704813	XM_048970854.1
LOC125704813	XM_048970855.1
LOC125704813	XM_048970856.1
LOC125704813	XM_048970857.1
LOC125704813	XM_048970858.1
arhgef11	XM_048970859.1
arhgef11	XM_048970860.1
arhgef11	XM_048970861.1
vill	XM_048970862.1
LOC125704816	XM_048970863.1
LOC125704817	XM_048970864.1
LOC125704817	XM_048970865.1
LOC125704817	XM_048970866.1
LOC125704817	XM_048970867.1
LOC125704817	XM_048970868.1
LOC125704817	XM_048970869.1
LOC125704817	XM_048970870.1
LOC125704817	XM_048970871.1
LOC125704817	XM_048970872.1
LOC125704817	XM_048970873.1
LOC125704817	XM_048970874.1
LOC125704817	XM_048970875.1
LOC125704817	XM_048970876.1
armc3	XM_048970877.1
LOC125704817	XM_048970878.1
LOC125704817	XM_048970879.1
LOC125704817	XM_048970880.1
LOC125704817	XM_048970881.1
snx25	XM_048970882.1
snx25	XM_048970883.1
snx25	XM_048970884.1
si:ch211-63p21.8	XM_048970885.1
LOC125704821	XM_048970886.1
armc3	XM_048970887.1
LOC125704821	XM_048970888.1
LOC125704821	XM_048970889.1
LOC125704822	XM_048970890.1
LOC125704822	XM_048970891.1
LOC125704822	XM_048970892.1
LOC125704822	XM_048970893.1
LOC125704822	XM_048970894.1
LOC125704823	XM_048970895.1
LOC125704823	XM_048970896.1
armc3	XM_048970897.1
LOC125704823	XM_048970898.1
LOC125704823	XM_048970899.1
LOC125704824	XM_048970900.1
LOC125704824	XM_048970901.1
LOC125704825	XM_048970902.1
LOC125704825	XM_048970903.1
nectin4a	XM_048970904.1
armc3	XM_048970905.1
si:ch211-63p21.2	XM_048970906.1
LOC125704828	XM_048970907.1
LOC125704828	XM_048970908.1
LOC125704828	XM_048970909.1
LOC125704828	XM_048970910.1
LOC125704828	XM_048970911.1
LOC125704828	XM_048970912.1
LOC125704828	XM_048970913.1
LOC125704828	XM_048970914.1
LOC125704828	XM_048970915.1
LOC125704828	XM_048970916.1
LOC125704830	XM_048970917.1
LOC125704830	XM_048970918.1
cenpu	XM_048970919.1
plcd1a	XM_048970920.1
cenpu	XM_048970921.1
cenpu	XM_048970922.1
cenpu	XM_048970923.1
cenpu	XM_048970924.1
cenpu	XM_048970925.1
cenpu	XM_048970926.1
cenpu	XM_048970927.1
cenpu	XM_048970928.1
ndufs2	XM_048970929.1
pcnt	XM_048970930.1
ltb4r	XM_048970931.1
ndrg2	XM_048970932.1
ndrg2	XM_048970933.1
ndrg2	XM_048970934.1
LOC125704833	XM_048970935.1
ndrg2	XM_048970936.1
ndrg2	XM_048970937.1
si:cabz01074946.1	XM_048970938.1
si:cabz01074946.1	XM_048970939.1
si:cabz01074946.1	XM_048970940.1
si:cabz01074946.1	XM_048970941.1
LOC125704837	XM_048970942.1
LOC125704838	XM_048970943.1
LOC125704838	XM_048970944.1
LOC125704838	XM_048970945.1
LOC125704838	XM_048970946.1
LOC125704838	XM_048970947.1
LOC125704838	XM_048970948.1
map3k22	XM_048970949.1
LOC125704838	XM_048970950.1
LOC125704838	XM_048970951.1
LOC125704838	XM_048970952.1
LOC125704838	XM_048970953.1
LOC125704838	XM_048970954.1
LOC125704838	XM_048970955.1
LOC125704838	XM_048970956.1
LOC125704838	XM_048970957.1
LOC125704838	XM_048970958.1
LOC125704838	XM_048970959.1
map3k22	XM_048970960.1
LOC125704840	XM_048970961.1
LOC125704840	XM_048970962.1
LOC125704841	XM_048970963.1
LOC125704841	XM_048970964.1
LOC125704842	XM_048970965.1
LOC125704842	XM_048970966.1
LOC125704842	XM_048970967.1
LOC125704843	XM_048970968.1
LOC125704843	XM_048970969.1
LOC125704843	XM_048970970.1
LOC125704843	XM_048970971.1
LOC125704843	XM_048970972.1
slc22a13b	XM_048970973.1
LOC125704845	XM_048970974.1
LOC125704845	XM_048970975.1
LOC125704845	XM_048970976.1
LOC125704845	XM_048970977.1
LOC125704845	XM_048970978.1
LOC125704846	XM_048970979.1
LOC125704846	XM_048970980.1
LOC125704847	XM_048970981.1
LOC125704847	XM_048970982.1
LOC125704849	XM_048970983.1
LOC125704850	XM_048970984.1
LOC125704850	XM_048970985.1
LOC125704850	XM_048970986.1
hhatlb	XM_048970987.1
c12h4orf47	XM_048970988.1
c12h4orf47	XM_048970989.1
c12h4orf47	XM_048970990.1
LOC125704852	XM_048970991.1
zgc:77880	XM_048970992.1
LOC125704854	XM_048970993.1
LOC125704855	XM_048970994.1
LOC125704856	XM_048970995.1
LOC125704856	XM_048970996.1
LOC125704858	XM_048970997.1
LOC125704859	XM_048970998.1
oxsr1b	XM_048970999.1
si:ch211-63p21.1	XM_048971000.1
si:ch211-63p21.1	XM_048971001.1
si:ch211-63p21.1	XM_048971002.1
si:dkey-30c15.13	XM_048971003.1
LOC125704862	XM_048971004.1
spag6	XM_048971005.1
hmx1	XM_048971006.1
f13a1b	XM_048971007.1
LOC125704876	XM_048971008.1
LOC125704876	XM_048971009.1
pcnt	XM_048971010.1
plin2	XM_048971011.1
plin2	XM_048971012.1
plin2	XM_048971013.1
plin2	XM_048971014.1
vipr1b	XM_048971015.1
arhgef40	XM_048971016.1
ppargc1a	XM_048971017.1
ppargc1a	XM_048971018.1
ppargc1a	XM_048971019.1
ppargc1a	XM_048971020.1
